soc_code,general_occupation,subtype,occupational_title,estimated_employment_2014,projected_employment_2024,percent_change_2014_2024,annual_average_percent_change,new_jobs,replace_ment_needs,total_jobs,median_hourly,median_annual,entry_level_education,work_experience,on_the_job_training
51_6031,Production Occupations,"Textile, Apparel, and Furnishings Workers",Sewing Machine Operators,34100,27e3,-20.8,-2.1,0,210,210,9.8,20384,No formal educational credential,No experience necessary,Short-term on-the-job-training
51_6051,Production Occupations,"Textile, Apparel, and Furnishings Workers","Sewers, Hand",2800,2500,-10.7,-1.1,0,90,90,11.16,23212,No formal educational credential,No experience necessary,Moderate-term on-the-job-training
51_6052,Production Occupations,"Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Custom Sewers",4400,4100,-6.8,-0.7,0,150,150,14.33,29806,No formal educational credential,No experience necessary,Moderate-term on-the-job-training
51_6061,Production Occupations,"Textile, Apparel, and Furnishings Workers",Textile Bleaching and Dyeing Machine Operators and Tenders,2600,2400,-7.7,-0.8,0,30,30,11.350000000000001,23610,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
51_6062,Production Occupations,"Textile, Apparel, and Furnishings Workers","Textile Cutting Machine Setters, Operators, and Tenders",2800,2300,-17.9,-1.8,0,50,50,11.54,24018,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_6063,Production Occupations,"Textile, Apparel, and Furnishings Workers","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1700,1400,-17.6,-1.8,0,30,30,10.33,21477,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
51_6091,Production Occupations,"Textile, Apparel, and Furnishings Workers","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1400,1300,-7.1,-0.7,0,10,10,15.44,32123,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_6092,Production Occupations,"Textile, Apparel, and Furnishings Workers",Fabric and Apparel Patternmakers,1700,1500,-11.8,-1.2,0,20,20,23.979999999999997,49874,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_6093,Production Occupations,"Textile, Apparel, and Furnishings Workers",Upholsterers,5e3,5e3,0,0,10,130,140,15.04,31286,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_6099,Production Occupations,"Textile, Apparel, and Furnishings Workers","Textile, Apparel, and Furnishings Workers, All Other",1700,1400,-17.6,-1.8,0,20,20,10.17,21150,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
51_7011,Production Occupations,Woodworkers,Cabinetmakers and Bench Carpenters,10300,12e3,16.5,1.7,170,80,250,15.68,32613,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_7021,Production Occupations,Woodworkers,Furniture Finishers,1400,1400,0,0,10,20,30,12.94,26927,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
51_7041,Production Occupations,Woodworkers,"Sawing Machine Setters, Operators, and Tenders, Wood",3800,4100,7.9,0.8,30,110,140,12.26,25488,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
51_7042,Production Occupations,Woodworkers,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",3700,4100,10.8,1.1,40,60,100,13.31,27672,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
51_7099,Production Occupations,Woodworkers,"Woodworkers, All Other",1e3,1100,10,1,10,20,30,12.739999999999998,26499,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_8012,Production Occupations,Plant and System Operators,Power Distributors and Dispatchers,1300,1400,7.7,0.8,10,40,60,38.5,80088,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
51_8013,Production Occupations,Plant and System Operators,Power Plant Operators,3500,3900,11.4,1.1,40,120,160,41.71,86753,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
51_8021,Production Occupations,Plant and System Operators,Stationary Engineers and Boiler Operators,4e3,4400,10,1,30,110,140,36.51,75944,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
51_8031,Production Occupations,Plant and System Operators,Water and Wastewater Treatment Plant and System Operators,11100,12e3,8.1,0.8,90,280,370,31.3,65093,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
51_8091,Production Occupations,Plant and System Operators,Chemical Plant and System Operators,1400,1300,-7.1,-0.7,0,50,50,26.35,54794,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
51_8092,Production Occupations,Plant and System Operators,Gas Plant Operators,2100,2300,9.5,1,20,80,100,38.11,79271,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
51_8093,Production Occupations,Plant and System Operators,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4500,4200,-6.7,-0.7,0,170,170,38.99,81098,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
51_9011,Production Occupations,Other Production Occupations,Chemical Equipment Operators and Tenders,2800,3e3,7.1,0.7,20,90,110,18.8,39105,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9012,Production Occupations,Other Production Occupations,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",7900,9600,21.5,2.2,170,250,420,18.479999999999997,38421,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9021,Production Occupations,Other Production Occupations,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2400,2300,-4.2,-0.4,0,50,50,14.860000000000001,30908,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9022,Production Occupations,Other Production Occupations,"Grinding and Polishing Workers, Hand",5600,5700,1.8,0.2,10,120,130,12.5,26009,No formal educational credential,No experience necessary,Moderate-term on-the-job-training
51_9023,Production Occupations,Other Production Occupations,"Mixing and Blending Machine Setters, Operators, and Tenders",12600,13500,7.1,0.7,90,270,360,14.6,30357,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9031,Production Occupations,Other Production Occupations,"Cutters and Trimmers, Hand",3400,2800,-17.6,-1.8,0,70,70,12.02,25008,No formal educational credential,No experience necessary,Short-term on-the-job-training
51_9032,Production Occupations,Other Production Occupations,"Cutting and Slicing Machine Setters, Operators, and Tenders",5600,5700,1.8,0.2,0,110,120,14.56,30275,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
51_9041,Production Occupations,Other Production Occupations,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",4500,4200,-6.7,-0.7,0,160,160,13.47,28020,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9061,Production Occupations,Other Production Occupations,"Inspectors, Testers, Sorters, Samplers, and Weighers",53600,57100,6.5,0.7,350,1350,1690,18.17,37788,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9071,Production Occupations,Other Production Occupations,Jewelers and Precious Stone and Metal Workers,4900,4600,-6.1,-0.6,0,80,80,16.73,34787,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
51_9081,Production Occupations,Other Production Occupations,Dental Laboratory Technicians,5100,6e3,17.6,1.8,100,120,220,17.84,37114,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9082,Production Occupations,Other Production Occupations,Medical Appliance Technicians,1800,2200,22.2,2.2,40,40,80,20.4,42443,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
51_9083,Production Occupations,Other Production Occupations,Ophthalmic Laboratory Technicians,2500,2700,8,0.8,30,60,80,15.6,32450,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9111,Production Occupations,Other Production Occupations,Packaging and Filling Machine Operators and Tenders,48e3,53600,11.7,1.2,560,1710,2270,12.219999999999999,25417,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9121,Production Occupations,Other Production Occupations,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",7100,7600,7,0.7,50,130,190,15.370000000000001,31970,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9122,Production Occupations,Other Production Occupations,"Painters, Transportation Equipment",6800,7500,10.3,1,70,130,200,20.35,42341,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9123,Production Occupations,Other Production Occupations,"Painting, Coating, and Decorating Workers",1500,1600,6.7,0.7,10,30,40,13.89,28887,No formal educational credential,No experience necessary,Moderate-term on-the-job-training
51_9141,Production Occupations,Other Production Occupations,Semiconductor Processors,6400,6200,-3.1,-0.3,0,130,130,17.3,35981,Associate's degree,No experience necessary,Moderate-term on-the-job-training
51_9151,Production Occupations,Other Production Occupations,Photographic Process Workers and Processing Machine Operators,3100,2300,-25.8,-2.6,0,60,60,14.29,29724,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
51_9191,Production Occupations,Other Production Occupations,Adhesive Bonding Machine Operators and Tenders,1700,1600,-5.9,-0.6,0,40,40,15.49,32235,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9192,Production Occupations,Other Production Occupations,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",3500,3900,11.4,1.1,40,90,130,13.38,27836,No formal educational credential,No experience necessary,Moderate-term on-the-job-training
51_9195,Production Occupations,Other Production Occupations,"Molders, Shapers, and Casters, Except Metal and Plastic",5300,5700,7.5,0.8,40,180,220,14.01,29142,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
51_9196,Production Occupations,Other Production Occupations,"Paper Goods Machine Setters, Operators, and Tenders",6600,6100,-7.6,-0.8,0,90,90,15.9,33072,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
51_9198,Production Occupations,Other Production Occupations,Helpers--Production Workers,49700,50500,1.6,0.2,80,1620,1700,11.28,23467,No formal educational credential,No experience necessary,Short-term on-the-job-training
51_9199,Production Occupations,Other Production Occupations,"Production Workers, All Other",23e3,26e3,13,1.3,290,470,760,11.19,23273,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
53_1021,Management Occupations,Supervisors of Transportation and Material Moving Workers,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",21900,25e3,14.2,1.4,310,700,1010,23.51,48909,High school diploma or equivalent,Less than 5 years,Apprenticeship
53_1031,Management Occupations,Supervisors of Transportation and Material Moving Workers,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,19800,22400,13.1,1.3,260,640,900,29.2,60737,High school diploma or equivalent,Less than 5 years,Apprenticeship
53_2011,Management Occupations,Air Transportation Workers,"Airline Pilots, Copilots, and Flight Engineers",7200,8600,19.4,1.9,140,180,320,6,129837,Bachelor's degree,Less than 5 years,Moderate-term on-the-job-training
53_2012,Management Occupations,Air Transportation Workers,Commercial Pilots,4300,5100,18.6,1.9,80,110,190,6,92164,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
53_2021,Management Occupations,Air Transportation Workers,Air Traffic Controllers,2500,2500,0,0,0,80,80,66.38,138079,Associate's degree,No experience necessary,Long-term on-the-job-training
53_2031,Management Occupations,Air Transportation Workers,Flight Attendants,11500,13800,20,2,230,210,440,6,46036,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job-training
53_3011,Management Occupations,Motor Vehicle Operators,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",2500,3100,24,2.4,70,40,110,11.65,24246,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
53_3021,Management Occupations,Motor Vehicle Operators,"Bus Drivers, Transit and Intercity",22400,25200,12.5,1.3,280,290,570,19.810000000000002,41208,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
53_3022,Management Occupations,Motor Vehicle Operators,"Bus Drivers, School or Special Client",28100,33200,18.1,1.8,500,370,870,16.75,34830,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
53_3031,Management Occupations,Motor Vehicle Operators,Driver/Sales Workers,44600,52800,18.4,1.8,820,760,1580,13.209999999999999,27475,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
53_3032,Management Occupations,Motor Vehicle Operators,Heavy and Tractor-Trailer Truck Drivers,141800,163500,15.3,1.5,2170,2410,4580,20.58,42797,Postsecondary non-degree award,No experience necessary,Short-term on-the-job-training
53_3033,Management Occupations,Motor Vehicle Operators,Light Truck or Delivery Services Drivers,97100,110600,13.9,1.4,1360,1650,3010,15.54,32324,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
53_3041,Management Occupations,Motor Vehicle Operators,Taxi Drivers and Chauffeurs,17400,22200,27.6,2.8,480,330,810,12.49,25978,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_3099,Management Occupations,Motor Vehicle Operators,"Motor Vehicle Operators, All Other",6800,7600,11.8,1.2,80,210,290,22.72,47249,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_4031,Management Occupations,Rail Transportation Workers,Railroad Conductors and Yardmasters,1700,1800,5.9,0.6,10,60,70,25.35,52709,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
53_5011,Management Occupations,Water Transportation Workers,Sailors and Marine Oilers,2100,2400,14.3,1.4,20,60,80,15.84,32936,No formal educational credential,No experience necessary,Moderate-term on-the-job-training
53_5021,Management Occupations,Water Transportation Workers,"Captains, Mates, and Pilots of Water Vessels",2e3,2300,15,1.5,20,80,100,31.479999999999997,65484,Postsecondary non-degree award,Less than 5 years,Apprenticeship
53_6021,Management Occupations,Other Transportation Workers,Parking Lot Attendants,28e3,31700,13.2,1.3,370,1560,1930,10.79,22432,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_6031,Management Occupations,Other Transportation Workers,Automotive and Watercraft Service Attendants,7400,8300,12.2,1.2,90,300,390,11.99,24949,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_6051,Management Occupations,Other Transportation Workers,Transportation Inspectors,2500,2800,12,1.2,30,60,90,30.439999999999998,63314,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
53_6061,Management Occupations,Other Transportation Workers,"Transportation Attendants, Except Flight Attendants",4e3,4500,12.5,1.3,50,70,130,15.47,32192,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
53_6099,Management Occupations,Other Transportation Workers,"Transportation Workers, All Other",5500,6300,14.5,1.5,90,280,360,18.12,37703,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
53_7011,Management Occupations,Material Moving Workers,Conveyor Operators and Tenders,2300,2600,13,1.3,20,70,90,16.77,34881,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_7021,Management Occupations,Material Moving Workers,Crane and Tower Operators,3800,4300,13.2,1.3,50,130,180,34.04,70792,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job-training
53_7032,Management Occupations,Material Moving Workers,Excavating and Loading Machine and Dragline Operators,2e3,2300,15,1.5,30,20,50,27.95,58139,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job-training
53_7051,Management Occupations,Material Moving Workers,Industrial Truck and Tractor Operators,60200,69700,15.8,1.6,950,1500,2450,17.08,35533,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_7061,Management Occupations,Material Moving Workers,Cleaners of Vehicles and Equipment,51100,57500,12.5,1.3,640,1780,2420,10.7,22239,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_7062,Management Occupations,Material Moving Workers,"Laborers and Freight, Stock, and Material Movers, Hand",292400,339100,16,1.6,4670,8700,13370,12.3,25570,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_7063,Management Occupations,Material Moving Workers,Machine Feeders and Offbearers,8400,8700,3.6,0.4,30,180,220,13.5,28066,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_7064,Management Occupations,Material Moving Workers,"Packers and Packagers, Hand",101600,112200,10.4,1,1070,2700,3770,9.88,20558,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_7072,Management Occupations,Material Moving Workers,"Pump Operators, Except Wellhead Pumpers",1400,1500,7.1,0.7,10,70,90,23.71,49307,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
53_7081,Management Occupations,Material Moving Workers,Refuse and Recyclable Material Collectors,15400,16800,9.1,0.9,150,390,530,22.55,46912,No formal educational credential,No experience necessary,Short-term on-the-job-training
53_7199,Management Occupations,Material Moving Workers,"Material Moving Workers, All Other",6700,7700,14.9,1.5,100,210,310,12.39,25753,No formal educational credential,No experience necessary,Short-term on-the-job-training
